Date,below_Wickiup_Res,BENO,CENO,ARNO,HeadOfPark,LAPO
2024-12-12 22:30,110.00,453.00,0,0.00,421.29,58.60
2024-12-12 22:45,110.00,453.00,0,0.00,421.29,58.60
2024-12-12 23:00,110.00,453.00,0,0.00,421.29,58.60
2024-12-12 23:15,110.00,453.00,0,0.00,421.29,58.60
2024-12-12 23:30,110.00,453.00,0,0.00,421.29,58.60
2024-12-12 23:45,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 00:00,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 00:15,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 00:30,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 00:45,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 01:00,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 01:15,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 01:30,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 01:45,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 02:00,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 02:15,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 02:30,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 02:45,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 03:00,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 03:15,110.00,449.00,0,0.00,417.57,58.60
2024-12-13 03:30,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 03:45,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 04:00,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 04:15,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 04:30,110.00,453.00,0,0.00,421.29,58.60
2024-12-13 04:45,110.00,449.00,0,0.00,417.57,58.60
2024-12-13 05:00,110.00,449.00,0,0.00,417.57,58.60
2024-12-13 05:15,110.00,449.00,0,0.00,417.57,58.60
2024-12-13 05:30,110.00,449.00,0,0.00,417.57,59.30
2024-12-13 05:45,110.00,449.00,0,0.00,417.57,59.30
2024-12-13 06:00,110.00,449.00,0,0.00,417.57,59.30
2024-12-13 06:15,110.00,449.00,0,0.00,417.57,59.30
2024-12-13 06:30,110.00,449.00,0,0.00,417.57,59.30
2024-12-13 06:45,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 07:00,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 07:15,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 07:30,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 07:45,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 08:00,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 08:15,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 08:30,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 08:45,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 09:00,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 09:15,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 09:30,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 09:45,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 10:00,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 10:15,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 10:30,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 10:45,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 11:00,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 11:15,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 11:30,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 11:45,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 12:00,110.00,449.00,0,0.00,417.57,60.10
2024-12-13 12:15,110.00,449.00,0,0.00,417.57,60.90
2024-12-13 12:30,110.00,449.00,0,0.00,417.57,60.90
2024-12-13 12:45,110.00,449.00,0,0.00,417.57,60.90
2024-12-13 13:00,110.00,449.00,0,0.00,417.57,60.90
2024-12-13 13:15,110.00,449.00,0,0.00,417.57,60.90
2024-12-13 13:30,110.00,453.00,0,0.00,421.29,60.90
2024-12-13 13:45,110.00,449.00,0,0.00,417.57,60.90
2024-12-13 14:00,110.00,449.00,0,0.00,417.57,60.90
2024-12-13 14:15,110.00,449.00,0,0.00,417.57,60.90
2024-12-13 14:30,110.00,449.00,0,0.00,417.57,60.90
2024-12-13 14:45,110.00,453.00,0,0.00,421.29,60.10
2024-12-13 15:00,110.00,453.00,0,0.00,421.29,60.10
2024-12-13 15:15,110.00,453.00,0,0.00,421.29,60.10
2024-12-13 15:30,110.00,453.00,0,0.00,421.29,60.10
2024-12-13 15:45,110.00,453.00,0,0.00,421.29,59.30
2024-12-13 16:00,110.00,453.00,0,0.00,421.29,59.30
2024-12-13 16:15,110.00,453.00,0,0.00,421.29,59.30
2024-12-13 16:30,107.00,453.00,0,0.00,421.29,59.30
2024-12-13 16:45,107.00,453.00,0,0.00,421.29,59.30
2024-12-13 17:00,107.00,453.00,0,0.00,421.29,58.60
2024-12-13 17:15,107.00,453.00,0,0.00,421.29,58.60
2024-12-13 17:30,107.00,453.00,0,0.00,421.29,58.60
2024-12-13 17:45,107.00,453.00,0,0.00,421.29,58.60
2024-12-13 18:00,107.00,453.00,0,0.00,421.29,57.80
2024-12-13 18:15,107.00,453.00,0,0.00,421.29,57.80
2024-12-13 18:30,107.00,453.00,0,0.00,421.29,57.80
2024-12-13 18:45,107.00,453.00,0,0.00,421.29,57.80
2024-12-13 19:00,107.00,453.00,0,0.00,421.29,57.10
2024-12-13 19:15,107.00,453.00,0,0.00,421.29,57.10
2024-12-13 19:30,107.00,453.00,0,0.00,421.29,57.10
2024-12-13 19:45,107.00,453.00,0,0.00,421.29,56.30
2024-12-13 20:00,107.00,453.00,0,0.00,421.29,56.30
2024-12-13 20:15,107.00,453.00,0,0.00,421.29,56.30
2024-12-13 20:30,107.00,453.00,0,0.00,421.29,56.30
2024-12-13 20:45,107.00,453.00,0,0.00,421.29,56.30
2024-12-13 21:00,107.00,453.00,0,0.00,421.29,55.60
2024-12-13 21:15,107.00,453.00,0,0.00,421.29,55.60
2024-12-13 21:30,107.00,453.00,0,0.00,421.29,55.60
2024-12-13 21:45,107.00,449.00,0,0.00,417.57,55.60
2024-12-13 22:00,107.00,453.00,0,0.00,421.29,55.60
2024-12-13 22:15,107.00,449.00,0,0.00,417.57,55.60
2024-12-13 22:30,107.00,449.00,0,0.00,417.57,56.30
2024-12-13 22:45,107.00,449.00,0,0.00,417.57,56.30
2024-12-13 23:00,107.00,449.00,0,0.00,417.57,56.30
2024-12-13 23:15,107.00,449.00,0,0.00,417.57,56.30
2024-12-13 23:30,107.00,449.00,0,0.00,417.57,57.10
2024-12-13 23:45,107.00,449.00,0,0.00,417.57,57.10
2024-12-14 00:00,107.00,449.00,0,0.00,417.57,57.80
2024-12-14 00:15,107.00,449.00,0,0.00,417.57,57.80
2024-12-14 00:30,107.00,449.00,0,0.00,417.57,57.80
2024-12-14 00:45,107.00,449.00,0,0.00,417.57,58.60
2024-12-14 01:00,107.00,449.00,0,0.00,417.57,58.60
2024-12-14 01:15,107.00,449.00,0,0.00,417.57,59.30
2024-12-14 01:30,107.00,449.00,0,0.00,417.57,59.30
2024-12-14 01:45,107.00,449.00,0,0.00,417.57,59.30
2024-12-14 02:00,107.00,449.00,0,0.00,417.57,60.10
2024-12-14 02:15,107.00,446.00,0,0.00,414.78,60.10
2024-12-14 02:30,107.00,446.00,0,0.00,414.78,60.10
2024-12-14 02:45,107.00,446.00,0,0.00,414.78,60.90
2024-12-14 03:00,107.00,449.00,0,0.00,417.57,60.90
2024-12-14 03:15,107.00,446.00,0,0.00,414.78,60.90
2024-12-14 03:30,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 03:45,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 04:00,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 04:15,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 04:30,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 04:45,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 05:00,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 05:15,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 05:30,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 05:45,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 06:00,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 06:15,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 06:30,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 06:45,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 07:00,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 07:15,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 07:30,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 07:45,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 08:00,107.00,449.00,0,0.00,417.57,60.90
2024-12-14 08:15,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 08:30,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 08:45,107.00,449.00,0,0.00,417.57,61.60
2024-12-14 09:00,107.00,453.00,0,0.00,421.29,61.60
2024-12-14 09:15,107.00,453.00,0,0.00,421.29,61.60
2024-12-14 09:30,107.00,453.00,0,0.00,421.29,61.60
2024-12-14 09:45,107.00,453.00,0,0.00,421.29,61.60
2024-12-14 10:00,107.00,453.00,0,0.00,421.29,61.60
2024-12-14 10:15,107.00,453.00,0,0.00,421.29,62.40
2024-12-14 10:30,107.00,453.00,0,0.00,421.29,62.40
2024-12-14 10:45,107.00,449.00,0,0.00,417.57,62.40
2024-12-14 11:00,107.00,453.00,0,0.00,421.29,62.40
2024-12-14 11:15,107.00,449.00,0,0.00,417.57,62.40
2024-12-14 11:30,107.00,453.00,0,0.00,421.29,62.40
2024-12-14 11:45,107.00,453.00,0,0.00,421.29,62.40
2024-12-14 12:00,107.00,453.00,0,0.00,421.29,62.40
2024-12-14 12:15,107.00,453.00,0,0.00,421.29,62.40
2024-12-14 12:30,130.00,453.00,0,0.00,421.29,65.60
2024-12-14 12:45,130.00,453.00,0,0.00,421.29,65.60
2024-12-14 13:00,130.00,453.00,0,0.00,421.29,65.60
2024-12-14 13:15,130.00,453.00,0,0.00,421.29,65.60
2024-12-14 13:30,130.00,453.00,0,0.00,421.29,65.60
2024-12-14 13:45,130.00,453.00,0,0.00,421.29,64.80
2024-12-14 14:00,130.00,453.00,0,0.00,421.29,64.80
2024-12-14 14:15,130.00,453.00,0,0.00,421.29,64.80
2024-12-14 14:30,130.00,453.00,0,0.00,421.29,64.80
2024-12-14 14:45,130.00,453.00,0,0.00,421.29,64.80
2024-12-14 15:00,130.00,453.00,0,0.00,421.29,64.80
2024-12-14 15:15,130.00,453.00,0,0.00,421.29,64.80
2024-12-14 15:30,130.00,453.00,0,0.00,421.29,64.80
2024-12-14 15:45,130.00,453.00,0,0.00,421.29,64.80
2024-12-14 16:00,130.00,453.00,0,0.00,421.29,64.80
2024-12-14 16:15,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 16:30,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 16:45,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 17:00,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 17:15,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 17:30,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 17:45,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 18:00,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 18:15,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 18:30,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 18:45,130.00,453.00,0,0.00,421.29,64.00
2024-12-14 19:00,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 19:15,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 19:30,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 19:45,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 20:00,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 20:15,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 20:30,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 20:45,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 21:00,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 21:15,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 21:30,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 21:45,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 22:00,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 22:15,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 22:30,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 22:45,130.00,453.00,0,0.00,421.29,63.20
2024-12-14 23:00,130.00,453.00,0,0.00,421.29,62.40
2024-12-14 23:15,130.00,449.00,0,0.00,417.57,62.40
2024-12-14 23:30,130.00,449.00,0,0.00,417.57,62.40
2024-12-14 23:45,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 00:00,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 00:15,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 00:30,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 00:45,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 01:00,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 01:15,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 01:30,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 01:45,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 02:00,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 02:15,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 02:30,130.00,449.00,0,0.00,417.57,62.40
2024-12-15 02:45,130.00,446.00,0,0.00,414.78,62.40
2024-12-15 03:00,130.00,446.00,0,0.00,414.78,62.40
2024-12-15 03:15,130.00,446.00,0,0.00,414.78,62.40
2024-12-15 03:30,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 03:45,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 04:00,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 04:15,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 04:30,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 04:45,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 05:00,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 05:15,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 05:30,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 05:45,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 06:00,130.00,446.00,0,0.00,414.78,60.90
2024-12-15 06:15,130.00,446.00,0,0.00,414.78,60.90
2024-12-15 06:30,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 06:45,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 07:00,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 07:15,130.00,446.00,0,0.00,414.78,61.70
2024-12-15 07:30,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 07:45,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 08:00,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 08:15,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 08:30,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 08:45,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 09:00,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 09:15,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 09:30,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 09:45,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 10:00,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 10:15,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 10:30,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 10:45,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 11:00,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 11:15,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 11:30,130.00,442.00,0,0.00,411.06,62.40
2024-12-15 11:45,130.00,442.00,0,0.00,411.06,62.40
2024-12-15 12:00,130.00,442.00,0,0.00,411.06,63.20
2024-12-15 12:15,130.00,442.00,0,0.00,411.06,63.20
2024-12-15 12:30,130.00,442.00,0,0.00,411.06,64.00
2024-12-15 12:45,130.00,442.00,0,0.00,411.06,64.00
2024-12-15 13:00,130.00,442.00,0,0.00,411.06,64.00
2024-12-15 13:15,130.00,442.00,0,0.00,411.06,64.00
2024-12-15 13:30,130.00,442.00,0,0.00,411.06,64.00
2024-12-15 13:45,130.00,442.00,0,0.00,411.06,64.00
2024-12-15 14:00,130.00,442.00,0,0.00,411.06,63.20
2024-12-15 14:15,130.00,442.00,0,0.00,411.06,63.20
2024-12-15 14:30,130.00,442.00,0,0.00,411.06,63.20
2024-12-15 14:45,130.00,442.00,0,0.00,411.06,63.20
2024-12-15 15:00,130.00,442.00,0,0.00,411.06,62.40
2024-12-15 15:15,130.00,442.00,0,0.00,411.06,62.40
2024-12-15 15:30,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 15:45,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 16:00,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 16:15,130.00,442.00,0,0.00,411.06,60.90
2024-12-15 16:30,130.00,442.00,0,0.00,411.06,60.90
2024-12-15 16:45,130.00,442.00,0,0.00,411.06,60.90
2024-12-15 17:00,130.00,442.00,0,0.00,411.06,60.90
2024-12-15 17:15,130.00,442.00,0,0.00,411.06,60.10
2024-12-15 17:30,130.00,442.00,0,0.00,411.06,60.10
2024-12-15 17:45,130.00,442.00,0,0.00,411.06,60.10
2024-12-15 18:00,130.00,442.00,0,0.00,411.06,60.10
2024-12-15 18:15,130.00,442.00,0,0.00,411.06,60.10
2024-12-15 18:30,130.00,442.00,0,0.00,411.06,60.10
2024-12-15 18:45,130.00,442.00,0,0.00,411.06,60.10
2024-12-15 19:00,130.00,442.00,0,0.00,411.06,60.90
2024-12-15 19:15,130.00,442.00,0,0.00,411.06,60.90
2024-12-15 19:30,130.00,442.00,0,0.00,411.06,60.90
2024-12-15 19:45,130.00,442.00,0,0.00,411.06,60.90
2024-12-15 20:00,130.00,442.00,0,0.00,411.06,60.90
2024-12-15 20:15,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 20:30,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 20:45,130.00,442.00,0,0.00,411.06,61.70
2024-12-15 21:00,130.00,442.00,0,0.00,411.06,62.40
2024-12-15 21:15,130.00,442.00,0,0.00,411.06,62.40
2024-12-15 21:30,130.00,442.00,0,0.00,411.06,62.40
2024-12-15 21:45,130.00,446.00,0,0.00,414.78,63.20
2024-12-15 22:00,130.00,446.00,0,0.00,414.78,63.20
2024-12-15 22:15,130.00,446.00,0,0.00,414.78,63.20
2024-12-15 22:30,130.00,446.00,0,0.00,414.78,64.00
2024-12-15 22:45,130.00,446.00,0,0.00,414.78,64.00
2024-12-15 23:00,130.00,446.00,0,0.00,414.78,64.00
2024-12-15 23:15,130.00,446.00,0,0.00,414.78,64.00
2024-12-15 23:30,130.00,446.00,0,0.00,414.78,64.80
2024-12-15 23:45,130.00,446.00,0,0.00,414.78,64.80
2024-12-16 00:00,130.00,449.00,0,0.00,417.57,65.60
2024-12-16 00:15,130.00,449.00,0,0.00,417.57,65.60
2024-12-16 00:30,130.00,449.00,0,0.00,417.57,66.30
2024-12-16 00:45,130.00,449.00,0,0.00,417.57,66.30
2024-12-16 01:00,130.00,449.00,0,0.00,417.57,66.30
2024-12-16 01:15,130.00,449.00,0,0.00,417.57,66.30
2024-12-16 01:30,130.00,449.00,0,0.00,417.57,66.30
2024-12-16 01:45,130.00,449.00,0,0.00,417.57,66.30
2024-12-16 02:00,130.00,449.00,0,0.00,417.57,66.30
2024-12-16 02:15,130.00,453.00,0,0.00,421.29,66.30
2024-12-16 02:30,130.00,453.00,0,0.00,421.29,66.30
2024-12-16 02:45,130.00,449.00,0,0.00,417.57,66.30
2024-12-16 03:00,130.00,449.00,0,0.00,417.57,66.30
2024-12-16 03:15,130.00,449.00,0,0.00,417.57,67.10
2024-12-16 03:30,130.00,449.00,0,0.00,417.57,67.10
2024-12-16 03:45,130.00,449.00,0,0.00,417.57,67.10
2024-12-16 04:00,130.00,449.00,0,0.00,417.57,67.10
2024-12-16 04:15,130.00,449.00,0,0.00,417.57,67.10
2024-12-16 04:30,130.00,449.00,0,0.00,417.57,67.90
2024-12-16 04:45,130.00,449.00,0,0.00,417.57,67.90
2024-12-16 05:00,130.00,449.00,0,0.00,417.57,67.90
2024-12-16 05:15,130.00,449.00,0,0.00,417.57,67.90
2024-12-16 05:30,130.00,449.00,0,0.00,417.57,67.90
2024-12-16 05:45,130.00,449.00,0,0.00,417.57,67.90
2024-12-16 06:00,130.00,449.00,0,0.00,417.57,68.70
2024-12-16 06:15,130.00,449.00,0,0.00,417.57,68.70
2024-12-16 06:30,130.00,449.00,0,0.00,417.57,68.70
2024-12-16 06:45,130.00,449.00,0,0.00,417.57,68.70
2024-12-16 07:00,130.00,449.00,0,0.00,417.57,68.70
2024-12-16 07:15,130.00,449.00,0,0.00,417.57,68.70
2024-12-16 07:30,130.00,449.00,0,0.00,417.57,68.70
2024-12-16 07:45,130.00,449.00,0,0.00,417.57,68.70
2024-12-16 08:00,130.00,449.00,0,0.00,417.57,67.90
2024-12-16 08:15,130.00,449.00,0,0.00,417.57,67.90
2024-12-16 08:30,130.00,449.00,0,0.00,417.57,67.90
2024-12-16 08:45,130.00,449.00,0,0.00,417.57,67.90
2024-12-16 09:00,130.00,453.00,0,0.00,421.29,67.90
2024-12-16 09:15,130.00,453.00,0,0.00,421.29,67.90
2024-12-16 09:30,130.00,453.00,0,0.00,421.29,67.90
2024-12-16 09:45,130.00,453.00,0,0.00,421.29,67.90
2024-12-16 10:00,130.00,453.00,0,0.00,421.29,67.90
2024-12-16 10:15,130.00,453.00,0,0.00,421.29,67.90
2024-12-16 10:30,110.00,453.00,0,0.00,421.29,64.80
2024-12-16 10:45,110.00,453.00,0,0.00,421.29,64.80
2024-12-16 11:00,110.00,449.00,0,0.00,417.57,64.80
2024-12-16 11:15,110.00,453.00,0,0.00,421.29,64.80
2024-12-16 11:30,110.00,449.00,0,0.00,417.57,64.80
2024-12-16 11:45,110.00,449.00,0,0.00,417.57,64.80
2024-12-16 12:00,110.00,449.00,0,0.00,417.57,64.80
2024-12-16 12:15,110.00,449.00,0,0.00,417.57,64.80
2024-12-16 12:30,110.00,449.00,0,0.00,417.57,64.80
2024-12-16 12:45,110.00,449.00,0,0.00,417.57,64.80
2024-12-16 13:00,110.00,449.00,0,0.00,417.57,64.00
2024-12-16 13:15,110.00,449.00,0,0.00,417.57,64.00
2024-12-16 13:30,110.00,449.00,0,0.00,417.57,64.00
2024-12-16 13:45,110.00,449.00,0,0.00,417.57,64.00
2024-12-16 14:00,110.00,449.00,0,0.00,417.57,64.00
2024-12-16 14:15,110.00,453.00,0,0.00,421.29,63.20
2024-12-16 14:30,110.00,453.00,0,0.00,421.29,63.20
2024-12-16 14:45,110.00,453.00,0,0.00,421.29,63.20
2024-12-16 15:00,110.00,449.00,0,0.00,417.57,63.20
2024-12-16 15:15,110.00,449.00,0,0.00,417.57,62.40
2024-12-16 15:30,110.00,453.00,0,0.00,421.29,62.40
2024-12-16 15:45,110.00,453.00,0,0.00,421.29,62.40
2024-12-16 16:00,110.00,453.00,0,0.00,421.29,61.60
2024-12-16 16:15,110.00,449.00,0,0.00,417.57,61.60
2024-12-16 16:30,110.00,449.00,0,0.00,417.57,61.60
2024-12-16 16:45,110.00,453.00,0,0.00,421.29,61.60
2024-12-16 17:00,110.00,453.00,0,0.00,421.29,60.90
2024-12-16 17:15,110.00,453.00,0,0.00,421.29,60.90
2024-12-16 17:30,110.00,453.00,0,0.00,421.29,60.90
2024-12-16 17:45,110.00,453.00,0,0.00,421.29,60.90
2024-12-16 18:00,110.00,453.00,0,0.00,421.29,60.10
2024-12-16 18:15,110.00,453.00,0,0.00,421.29,60.10
2024-12-16 18:30,110.00,453.00,0,0.00,421.29,60.10
2024-12-16 18:45,110.00,456.00,0,0.00,424.08,60.10
2024-12-16 19:00,110.00,456.00,0,0.00,424.08,60.10
2024-12-16 19:15,110.00,456.00,0,0.00,424.08,60.10
2024-12-16 19:30,110.00,456.00,0,0.00,424.08,59.30
2024-12-16 19:45,110.00,456.00,0,0.00,424.08,59.30
2024-12-16 20:00,110.00,456.00,0,0.00,424.08,59.30
2024-12-16 20:15,110.00,456.00,0,0.00,424.08,60.10
2024-12-16 20:30,110.00,456.00,0,0.00,424.08,60.10
2024-12-16 20:45,110.00,456.00,0,0.00,424.08,60.10
2024-12-16 21:00,110.00,456.00,0,0.00,424.08,60.10
2024-12-16 21:15,110.00,456.00,0,0.00,424.08,60.10
2024-12-16 21:30,110.00,456.00,0,0.00,424.08,60.10
2024-12-16 21:45,110.00,460.00,0,0.00,427.8,60.10
2024-12-16 22:00,110.00,460.00,0,0.00,427.8,60.90
2024-12-16 22:15,110.00,460.00,0,0.00,427.8,60.90
2024-12-16 22:30,110.00,460.00,0,0.00,427.8,60.90
2024-12-16 22:45,110.00,460.00,0,0.00,427.8,60.90
2024-12-16 23:00,110.00,460.00,0,0.00,427.8,60.90
2024-12-16 23:15,110.00,460.00,0,0.00,427.8,61.60
2024-12-16 23:30,110.00,460.00,0,0.00,427.8,61.60
2024-12-16 23:45,110.00,460.00,0,0.00,427.8,61.60
2024-12-17 00:00,110.00,460.00,0,0.00,427.8,61.60
2024-12-17 00:15,110.00,460.00,0,0.00,427.8,61.60
2024-12-17 00:30,110.00,460.00,0,0.00,427.8,62.40
2024-12-17 00:45,110.00,460.00,0,0.00,427.8,62.40
2024-12-17 01:00,110.00,460.00,0,0.00,427.8,62.40
2024-12-17 01:15,110.00,460.00,0,0.00,427.8,62.40
2024-12-17 01:30,107.00,456.00,0,0.00,424.08,62.40
2024-12-17 01:45,107.00,456.00,0,0.00,424.08,62.40
2024-12-17 02:00,107.00,456.00,0,0.00,424.08,62.40
2024-12-17 02:15,107.00,456.00,0,0.00,424.08,62.40
2024-12-17 02:30,107.00,456.00,0,0.00,424.08,62.40
2024-12-17 02:45,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 03:00,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 03:15,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 03:30,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 03:45,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 04:00,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 04:15,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 04:30,107.00,456.00,0,0.00,424.08,63.20
2024-12-17 04:45,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 05:00,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 05:15,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 05:30,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 05:45,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 06:00,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 06:15,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 06:30,107.00,460.00,0,0.00,427.8,63.20
2024-12-17 06:45,107.00,460.00,0,0.00,427.8,62.40
2024-12-17 07:00,107.00,460.00,0,0.00,427.8,62.40
2024-12-17 07:15,107.00,456.00,0,0.00,424.08,62.40
2024-12-17 07:30,110.00,460.00,0,0.00,427.8,62.40
2024-12-17 07:45,110.00,460.00,0,0.00,427.8,62.40
2024-12-17 08:00,110.00,460.00,0,0.00,427.8,62.40
