Date,2mm Top/ Shorty/ Spring/ Skin,2-3/2 Springsuit--FullSuit,___3/2---4/3 Full Wetsuit  and  Boots,4/3-5/4FullSuit_Boots_Gloves_Hood,5/4FullSuit_Boots_Gloves_Hood,6/5FullSuit_Boots_Gloves_Hood,WATER_TEMP,Air-Temp
2025-09-09 14:00,64,62,58,52,43,42,57.68,68.15
2025-09-09 15:00,64,62,58,52,43,42,57.66,66.41
2025-09-09 16:00,64,62,58,52,43,42,57.64,59.09
2025-09-09 17:00,64,62,58,52,43,42,57.62,56.73
2025-09-09 18:00,64,62,58,52,43,42,57.6,56.28
2025-09-09 19:00,64,62,58,52,43,42,57.59,55.68
2025-09-09 20:00,64,62,58,52,43,42,57.57,55.54
2025-09-09 21:00,64,62,58,52,43,42,57.55,53.8
2025-09-09 22:00,64,62,58,52,43,42,57.54,53.0
2025-09-09 23:00,64,62,58,52,43,42,57.53,51.79
2025-09-10 00:00,64,62,58,52,43,42,57.51,50.06
2025-09-10 01:00,64,62,58,52,43,42,57.5,48.73
2025-09-10 02:00,64,62,58,52,43,42,57.49,49.66
2025-09-10 03:00,64,62,58,52,43,42,57.48,48.07
2025-09-10 04:00,64,62,58,52,43,42,57.47,47.23
2025-09-10 05:00,64,62,58,52,43,42,57.46,46.76
2025-09-10 06:00,64,62,58,52,43,42,57.45,46.07
2025-09-10 07:00,64,62,58,52,43,42,57.44,46.31
2025-09-10 08:00,64,62,58,52,43,42,57.42,49.31
2025-09-10 09:00,64,62,58,52,43,42,57.4,53.17
2025-09-10 10:00,64,62,58,52,43,42,57.39,57.11
2025-09-10 11:00,64,62,58,52,43,42,57.37,60.6
2025-09-10 12:00,64,62,58,52,43,42,57.34,63.38
2025-09-10 13:00,64,62,58,52,43,42,57.32,64.3
2025-09-10 14:00,64,62,58,52,43,42,57.3,63.36
2025-09-10 15:00,64,62,58,52,43,42,57.27,62.37
2025-09-10 16:00,64,62,58,52,43,42,57.25,61.56
2025-09-10 17:00,64,62,58,52,43,42,57.22,61.48
2025-09-10 18:00,64,62,58,52,43,42,57.2,60.93
2025-09-10 19:00,64,62,58,52,43,42,57.17,61.1
2025-09-10 20:00,64,62,58,52,43,42,57.15,59.95
2025-09-10 21:00,64,62,58,52,43,42,57.12,58.44
2025-09-10 22:00,64,62,58,52,43,42,57.1,57.43
2025-09-10 23:00,64,62,58,52,43,42,57.08,57.11
2025-09-11 00:00,64,62,58,52,43,42,57.06,56.3
2025-09-11 01:00,64,62,58,52,43,42,57.04,56.46
2025-09-11 02:00,64,62,58,52,43,42,57.02,55.59
2025-09-11 03:00,64,62,58,52,43,42,57.0,55.71
2025-09-11 04:00,64,62,58,52,43,42,56.99,56.15
2025-09-11 05:00,64,62,58,52,43,42,56.97,55.63
2025-09-11 06:00,64,62,58,52,43,42,56.95,55.51
2025-09-11 07:00,64,62,58,52,43,42,56.93,55.22
2025-09-11 08:00,64,62,58,52,43,42,56.91,56.04
2025-09-11 09:00,64,62,58,52,43,42,56.9,57.05
2025-09-11 10:00,64,62,58,52,43,42,56.88,56.21
2025-09-11 11:00,64,62,58,52,43,42,56.86,57.72
2025-09-11 12:00,64,62,58,52,43,42,56.84,62.3
2025-09-11 13:00,64,62,58,52,43,42,56.81,64.13
2025-09-11 14:00,64,62,58,52,43,42,56.79,66.78
2025-09-11 15:00,64,62,58,52,43,42,56.77,67.63
2025-09-11 16:00,64,62,58,52,43,42,56.74,69.9
2025-09-11 17:00,64,62,58,52,43,42,56.72,69.82
2025-09-11 18:00,64,62,58,52,43,42,56.7,67.23
2025-09-11 19:00,64,62,58,52,43,42,56.67,65.03
2025-09-11 20:00,64,62,58,52,43,42,56.65,61.53
2025-09-11 21:00,64,62,58,52,43,42,56.64,60.13
2025-09-11 22:00,64,62,58,52,43,42,56.62,58.02
2025-09-11 23:00,64,62,58,52,43,42,56.61,55.65
2025-09-12 00:00,64,62,58,52,43,42,56.6,54.03
2025-09-12 01:00,64,62,58,52,43,42,56.59,52.65
2025-09-12 02:00,64,62,58,52,43,42,56.58,53.01
2025-09-12 03:00,64,62,58,52,43,42,56.58,52.55
2025-09-12 04:00,64,62,58,52,43,42,56.57,52.33
2025-09-12 05:00,64,62,58,52,43,42,56.57,51.75
2025-09-12 06:00,64,62,58,52,43,42,56.56,50.94
